id,text,target
1113010548868820992,#CycloneIdai: The Canadian government will MATCH all public donations to our joint @humcoalition appeal until April 14! A huge thank you to @CanadaDev for helping us reach even more children and families affected by this devastating crisis:,1
1107138837690662912,#CycloneIdai DISASTER RELIEF. you can make financial donations through #MiracleMissions. Check out the bank and ecocash details on the poster. @DougColtart,1
1108040286960263168,"@ZANUPF_Official As we are Donating foodstuffs,Money etc to the people affected by the Cyclone.l just pray that all of the stuff gets theresomeone’s garage or warehouse might be full right nowTiri kukuonaiὄ0#CYCLONEIDAI",1
1107014450777870342,"DEADLY CYCLONE IDAI category 3 intensity upon landfall in Mozambique. Dangerously high seas, extreme flooding, strong, damaging winds, storm surges &amp; significant rainfall #Mozambique #cyclone #CycloneIdai CLICK LINK FOR VIDEO UPDATE:",6
1108681653638086657,We dont tire! We dont tire! @rotarymsasa Club Secretary @TatendaTavaziva has played an inspirational role mobilizing &amp; motivating volunteers for the #Chimanimani/#Chipinge disaster relief efforts. #Serviceaboveself #CycloneIdai @Rotary @UNDPZimbabwe @NewsDayZimbabwe @263Chat,1
1108223343810043905,"DEATH TOLL from tropical cyclone Idai, which smashed into Mozambique and Zimbabwe, rises to more than 300 as rescuers race to help survivors.",5
1108271578989690880,"Catastrophic, &amp; getting worse by the hour. Water levels to rise by as much as 9 more metres. Thinking of our colleagues, friends, &amp; families affected. HT to INGC and our @UN colleagues + others working tirelessly on response. @wfp_mozambique @UNICEF_Moz @DFID_Moz @CateTurton",4
1107259736334979073,#CycloneIdai Update: The ministerial delegation is stuck at Mvumvumvu River bridge towards Nedziwa where there is the district command centre. According to Chimanimani East MP Joshua Sacco 65 have been confirmed dead. Source: @HeraldZimbabwe,5
1108396088019599362,Please help us support those affected by #CycloneIdai. Find out how to donate below.,1
1109756809651412992,Lets keep our thoughts and prayers with all those affected by #CycloneIdai what they went through should never be forgoten #PrayforZimbabwe #GodIsLove,4
1107153946773258241,Our prayers go out to all affected by #CycloneIdai This is the time for all to come together to assist those in need.,4
1107641669829177345,Lets help those in need #CycloneIdaiFeel free to come by at Impact Hub Harare to drop off any donations.Your efforts will go a long in assisting the victims #FutureLeadersHarare #Impactpeople,1
1109537166034636800,"Right now I am answering questions @UNICEF receives about our work in emergencies, the impact of #CycloneIdai on children and how we are trying to help. Have a question? Share it below.",2
1107322215584989187,"Thank you to those who have donated so far. Let’s have the families of Manicaland in our prayers. Those who can donate, drop off points are noted below. #Cycloneidai",1
1111496349088993282,#CycloneIdai Dead bodies continue to be found. Two of them were today uncovered from this house in Ngangu residential area.@InfoMinZW @parliamentzim @UNZimbabwe @euinzim @NewsDayZimbabwe @DailyNewsZim @HeraldZimbabwe @ZBCNewsonline @ZLHRLawyers @ZimNgo @ZimRights1,5
1111286018248974337,Thank you for being on the ground to assist the affected communities. This will always be appreciated in the history of our nation. God continue to bless you.,2
1111292931154034688,#327th_Pb_Updates 2/6 President commends Party for its role in helping victims of #CycloneIdai,2
1110479241366376449,RT @oaxxxy: Was there even supposed to be any political involvement in distributing the donations??????,1
1115634961892237312,Gvnt confirms 3.8 magnitude earthquake struck Manicaland shortly before #CycloneIdai ravaged Zimbabwe,6
1110906600791912450,"Amb. Brian A. Nichols had a great meeting yesterday with Minister of Social Welfare @SekaiNzenza, discussing food security, disaster relief and labor rights. The U.S. is committed to assisting Zimbabweans affected by #CycloneIdai &amp; will continue coordinating efforts.",1
1110234432261316608,.@CARE is delivering aid to #CycloneIdai survivors in #Malawi and #Mozambique and setting up community groups to protect women and girls from abuse.,1
1106851976401379333,"I pray for our Nation Zimbabwe, may we be saved from #CycloneIdai My heart pours out to those who have been affected already @myzimbabwenews Powered by @ZOLconnect",4
1110966875880636419,.@DFID ἞C἞7 representative in Mozambique @CateTurton joined our @WFP team in #Beira yesterday for an assessment of #CycloneIdai damage and a delivery of nutritional products. WFP continues to work around the clock with #UKaid support to get food and relief to those affected.,1
1111547239409901568,@PacheduZW @juda1952 @InfoMinZW @UNZimbabwe You ignorant that #CycloneIdai is an emergency disaster! Chinekewooo. Busy spreading fake news with your #RumourMill #ChigayoChemakuhwa instead of procure relief. Preparedness when you cant even timely respond @KMutisi @mtongomanya @GBangidza @Nyaradzo10582 @Breezy_Geek1,8
1112800176450822150,"@Martin79851584 @KMutisi @matongo_84260 @matigary @zanupf_patriots Once met that guy ,best MP ever.I heard people are planning to make him the whole life MP.The idea came after he donated food aid relief, blankets ,tents etc to #CycloneIdai victims .",1
1110595020124549121,What could be more beautiful than Zimbabweans helping other Zimbabweans? #SpiritofUbuntu. A big thank you to Hospitality Association of Zimbabwe (HAZ) for championing collections of the #CycloneIdai disaster donations. Help &amp; unity in times like this is what builds nations.,1
1116706649912348673,"Students &amp; community at #YoungAfrica #Beira #Mozambique received cholera vaccinations at our centre. Please, keep supporting our Learn, Work and Rebuild programme. Help our #youths to reconstruct their country. Donate here:",1
1107555921352409088,"#ZITF2019 #35DaysToGo #MondayMotivation As we start a new week, take time to appreciate the fresh opportunity you have been awarded to accomplish your best. Our thoughts &amp; prayers go out to those who lost loved ones &amp; property in #Chimanimani &amp; #Chipinge affected by #CycloneIdai",4
1108375850179837953,#CycloneIdai: ZimRights Statement on cyclone Idai disaster 20 March 2019 The Zimbabwe Human Rights Association-ZimRights extends its condolences to the families of the victims of cyclone,4
1113692976511881216,"This is WITCHCRAFT,Politicians aint letting #CycloneIdai donations alone in a hurry! Question is: Why are ppl so inconsiderate? How can someone accept more than they need while their neighbours are wallowing in abject poverty&amp;are affected in the same way as them? #CycloneIdai",8
1117375458671091712,"Cyclone Idai: UN appeals international community to help 1.6 mln children: United Nations, Apr 14 (UNI) One month after Cyclone Idai devastated parts of Mozambique, Malawi and Zimbabwe, the United Nations Childrens",1
1107299366744834049,"The effects of climate change. #cycloneidai on rampage in Manicand province Zimbabwe. Food supplies dwindling, no power, water and sanitation services disrupted. Act on climate change now! #Cycloneidai #chimanimanicyclone",2
1108266812469379073,My heart goes out to the people of Mozambique and Zimbabwe affected by #CycloneIdai one of the worst weather disasters to hit the Southern Hemisphere. Lets all come together to support the good people that have lost families and have been displace.,4
1108089863809699841,Our thoughts and prayers are with all the families that have suffered the devastating effects of #CycloneIdai .#Mozambique #Malawi #Zimbabwe @vsomozambique. May the spirit of #volunteering observed in the last few days continue in our nation. @VSOPeople @VSO_Intl,4
1107696573700554752,Lend a helping hand to victims of #CycloneIdai. We will be collecting donations from anywhere in Harare in support of our brothers and sisters in need. Contact us and well come to you! All proceeds go to Chimanimani on Wednesday 20 March. RT for awareness.,1
1107689021747200001,Very sad to see the shocking pics &amp; videos of the areas &amp; families affected by the devastation of #CycloneIdai ὢ2 My heart is with you! ὤFἿC,4
1107146322719752192,"2. Mr. President, @edmnangagwa Did we need to get to 30 deaths for us to do something meaningful? Someone slept on the job sir. Please let’s not get to 50 deaths. Shame on whoever was responsible for the evacuation of people! #Cycloneidai",5
1108076386290413570,"Fears for 500,000 people as 90% of #Mozambique city of Beira destroyed by #CycloneIdai. Mozambique president Filipe Nyusi says death toll already likely 1,000. The cyclone also swept thru #Malawi, killing 56 people and injuring 600, and in #Zimbabwe it has left 98 people dead.",5
1107896356352466945,"On Saturday 16 March, WFP Aviation airlifted 2,000 boxes὎6 of high-energy biscuits from Kenya to Beira, #Mozambique as food assistance to those affected by tropical #CycloneIdai. @WFPLogistics @WFP_Africa",1
1107179941052010498,Well done #ChimanimaniHotel coming through for #CycloneIdai victims opening your doors to provide assistance.  @ThreeMenOnABoat @METHI_Zimbabwe @tourism_council @WITZim @ZtaUpdates @Destination_Zim @MoHCCZim @InfoMinZW @ZBCNewsonline @trucilamutasa @263Chat,1
1110079431597535232,"Each day we hear more and more devastating news from the South Eastern Highlands of #Zimbabwe and Central #Mocambique, townships and villages completely destroyed, reports of landscape shifts and discovery of decaying bodies. #CycloneIdai",3
1108725101120372736,"Many displaced people whose houses were damaged or destroyed by #ClycloneIdai are taking shelter in schools around Beira. Access to basic needs, like food, is limited as the city remains cut off from main supplies. More on the situation in #Mozambique:",3
1107988986293878785,"President Filipe Nyusi said at least 1,000 people could have been killed by Cyclone #Idai which made landfall near the port city of Beira on Thursday with winds of up to 177 km/h (106 mph).  #NewsDayZim @HStvZim",5
1108241975084490752,I am proud of @MSF_Zimbabwe. We worked so well together in Tsholotsho after the area was affected by Cyclone Dineo. Your efforts are well appreciated.,4
1108268426068459520,"As we donate let us also remember to check where we donate is credible, the intention may be authentic but the channel may not always reach those it was intended for. I chose #celebrationhealth for my donation @celebrationmin donations still needed #cycloneidai #zimbabwe",1
1108074896641441794,Brandsfresh Mutare today dropped off 1 tonne of butternuts and 1 tonne of potatoes at the @ManicaPostZim building as part of donations towards #CycloneIdai relief efforts.,1
1110277206457139200,#Cuba announced today the donation of a field hospital to #Mozambique as part of the assistance to recovery from the damages of the cyclone. A reinforcement will be sent to the Cuban medical brigade that currently works in that sister nation. @AUC_MoussaFaki @Elfadil_DSA,1
1108454763945967617,"Cyclone Idai destroyed or damaged 90% of Mozambique’s port city Beira: - Thousands of homes destroyed - Power, communication and fuel supplies all heavily damaged - Aid groups say major roads have been washed away and they are struggling to get food and medicine to residents",3
1111229566020972544,#sabcnews : Mining magnate and @MotsepeFoundtn founder Patrice Motsepe and Dr Precious Moloi-Motsepe have also jetted into #Mozambique for #CycloneIdai relief aid donations #cyclonedonations,1
1107032074433777670,"@hallaboutafrica The on-going destruction in #Mozambique caused by Cyclone Idai confirms Ms. @KGeorgieva statement that though Africa produces less (than other continents) greenhouse gas emissions, it experiences huge suffering via @TheAfricaReport cc @WorldBankKenya #MozambiqueFloods2019",2
1110925717192273921,"Thread ὄ7ἿDh/t @i_amten Chimanimani, at an altitude of 4,823 feet, is the town in Zimbabwe that has suffered the most from the #CycloneIdai. Its where most of the deaths in the country have occurred.",5
1116908559994953730,"Huge thank you to everyone who has donated to the #CycloneIdai Appeal so far! Together weve now raised £33 million, including £4 in #AidMatch. DEC charities are putting your donations to work across Mozambique, Malawi and Zimbabwe. Thank you!",1
1107553697381449728,"We are deeply saddened by the tragic loss of lives, injuries &amp; destruction caused by #cycloneIdai. Afrosoft Holdings is calling for all well-wishers to donate towards the natural disaster through the Organizations detailed below. Our Prayers go out to all the people affected.",4
1107290917780770816,Madlela family joins hands with the country as we pray for the those affected by the #CycloneIdai. Let us in the affected areas not cross flooded rivers and roads. One life lost is One too many. @luphahlaTE @NobleNxumalo,4
1116633831065440256,"RT @NewsCentralTV: #Rwandas government has donated $200,000 to support Malawis flood relief efforts. #CycloneIdai",1
1111609902114529280,"Pres @edmnangagwa tells @ZANUPF_Official Central Committee that despite criticism, he will not stop re-engagement efforts with other countries. Says Zim cant continue to be isolated. Says massive support received after #CycloneIdai also an offshoot of re-engagement efforts",1
1109838773725155329,Are they on twitter guys? The police and soldiers should be touring these areas and helping our citizens,9
1108635333988679680,"*On-going donations* of fuel coupons, mealie meal, cooking oil, sugar, bottled water, blankets, clothes. Drop off/volunteer at Highlands Presbyterian Church, 112 Enterprise Rd Ecocash merchant:150240 (Rotary Msasa) #CycloneIdai",1
1109320033988210688,"#CycloneIdai destroyed roads, washed away roofs and knocked down trees. @UNICEF_Moz’s warehouse suffered major damage.",3
1107733321591734278,@SibandaSibbs @CharityMaodza President @edmnangagwa has a full cabinet with ministers &amp; deputy ministers who were attending to cyclone affected communities while he did what he was doing. This is why you saw Chasi doing his bit. Govt did this.ὄ7,1
1116377969889619968,"VSO community volunteers have been working relentlessly to support the preparation of emergency supplies including food packages being distributed to #CycloneIdai victims in Maputo, Mozambiques capital. #UKAid More updates to follow.",1
1108201666686476289,"#Mozambique declares state of emergency, three days of national mourning as cyclone death toll surges to more than 200  #CycloneIdai #Idai #CicloneIdai",5
1107712674786361345,"The full $50 million disbursement by Zimbabwes government towards Cyclone Idai relief effort $2 million reconciled, its going towards borehole drilling and rehabilitation. #Zimbabwe #CycloneIdai #CycloneIdaiZW",1
1110994402418323456,"Highlighting ongoing #UN response to drought, @BishowParajuli reiterated continued support to Government &amp; people of #Zimbabwe in response to #CycloneIdai. #UN w/@euinzim , @SwedeninZW, @UKinZimbabwe, is supporting national efforts in lifesaving, recovery &amp; resilience",4
1107501132123795456,@HeraldZimbabwe As if he didn’t know that #CycloneIdai was coming when he left nxaaa. Should have never left in the first place. The money he used could have bought a lot of aid for our stranded brothers and sisters in the affected areas.ᾒ6‍♂️ᾒ6‍♂️,8
1107340570928865281,Thousands of people have been displaced by the #CycloneIdai currently sweeping through Zimbabwe and Mozambique. So far 40 lives confirmed dead in Zimbabwe. Our hearts and prayers go to those affected. #Zimbabwe,7
1108318393629839361,Im in love with how Zimbabweans have come together to help people who have been affected by @cycloneidai. If we unite as a people there is no problem we can overcome. @zimababwe,4
1106829885807448065,Our hearts and thoughts with the people of #Beira #Mozambique following the devastation of #CycloneIdai❤️ #moçambique #cyclone #thoughtsandprayers,4
1107419813855617026,Donate donate donate #3mob #cycloneIdai,1
1107914295826960385,"@OxfamMalawi Humanitarian Response to #CycloneIdai Oxfam Humanitarian Team, today, goes to Nsanje District and join government and other humanitarian agencies to assess the impact of the recent floods in the area. This follows similar rapid assessments the team has done.",1
1107380216882757633,"Cant we just Donate or Assist #CycloneIdai victims in silence without bragging, publicising or taking screenshots. Its not a competition!",1
1109868321967611909,"Thank you Lord for remembering Zimbabwe in these difficult times. This match #ZimVCongo was for our departed beloved citizens, victims of #CycloneIdai ὤF἟F἟C",4
1107870402112557056,"A cyclone killed at least 84 people in Mozambique and 89 in Zimbabwe. Mozambique’s president predicts the death toll could rise to 1,000 and says he saw bodies floating in rivers while flying over the town of Beira. (Photo: AFP/Mission Aviation Fellowship/Rick Emenaket)",5
1110527372330188801,"Well done fellow countrymen, corporates, national leadership and the world for efforts done at #CycloneIdai victims. I am impressed by unity of purpose amongst Zimbabweans. God bless you.",4
1115668603381198850,"After losing everything, and in certain cases their loved ones, some affected Mozambique residents still take the time to say thank you” when receiving their first meal in days. Not even #CycloneIdai can wash away good values. Pic: Supplied.",2
1110184602872791046,"Hi, I am Hjalte. I am part of the team of Danish rescue specialists deployed to #Mozambique from the Danish Emergency Management Agency. We are helping the locals with fresh water. I will be manning this profile for the coming weeks and keep you updated on our work. #CycloneIdai",1
1107286125415153666,RT @maruvaangu: I think the govt may have to come in because from what I gather the most affected areas are inaccessible by road.,2
1107289259713675264,Guys in South Africa. You can donate towards #CycloneIDAI victims &amp; survivors through @bitkesh download the app or visit their website. Please retweet for awareness #Twimbos #263Chat #CycloneIdaiZW,1
1110908083314835457,"No amount of manufactured lies from the usual sections will divert us from assisting the victims of Cyclone Idai. In rendering such assistance, the team on the ground is assisting everyone regardless of one’s political affiliation.#CycloneIdai",2
1116185912029982720,"Our aid has arrived in #Malawi ready to help families who have lost so much after #CycloneIdai. Were working with @WFP_Malawi, who are storing our aid, and well soon be delivering essential aid items to families who need it the most. All made possible because of your support!",1
1111708011163205635,I felt the love Zimbabwe received from @AbsaSouthAfrica as a result of a terrible #CycloneIdai in #Chimanimani it provided 60 million rands. Thank you very much @Absa @AbsaSouthAfrica,1
1110558689822412800,Thanks to World Food Programme for the great cooperation with the helicopter to bring crucial goods to those most in need. #CycloneIdai,1
1109038975531081728,My prayer goes out to these missing #childrens &amp; #teachers victims of #CYCLONEIDAI in #Zimbabwe,4
1108678105823150081,The death toll in Zimbabwe is now at 139. #CycloneIdai For more on this story watch #sabcnews channel 404 at 16:30 our guest on SA Today is Zimbabwes Ambassador to South Africa.,5
1117834642260930563,"Magar enters Mozambique! The fourth Indian Navy Ship Magar arrived at Beira today as part of India’s continuing assistance in tackling the aftermath of Cyclone Idai, ferrying over 250 tonnes of rice &amp; over 500 kg of medicines to support the affected people in Mozambique.",1
1108639451272699904,"Australia declares State of Emergency, goes on massive evacuation exercise as the nation braces for #CycloneTrevor #CycloneIdai ὣ0",6
1108678140740677632,The #Bulawayo community has been generous and volunteers have worked hard to get relief supplies packed for the victims of #CycloneIdai . A Colbro 30 tonne rig is leaving now for Chipinge packed to the gunnels. Amhlophe Bulawayo,1
1113108830769082373,"#CycloneIdai Silverstream aid distribution camp co-Director Christine Chideme, is appealing for more vehicles to assist in transportation of aid to victims. Chideme says they have been relying on helicopters and army trucks, but more heavy duty vehicles are required.",1
1106921145926864898,Photos: Death toll mounts after Cyclone Idai makes damaging strike on central Mozambique. #Mozambique #CycloneIdai,5
1110555356030255105,The so-called solidarity ship carrying different donations has already reached the port of Beira. Another victory in favor of the cyclone victims IDAI. #CycloneIdai #Beira #Donations #Mozambique,1
1111918792198770688,The DEMA team is producing clean water at Macurungo Maternity Clinic in #Beira as of 5 minutes ago. #Mozambique #MozambiqueFloods2019 #CycloneIDAI,1
1107367467666587648,EMERGENCY RESPONSE ALERT: ADRA responds to #cycloneidai which is pummeling Mozambique and Malawi and looks to also hit Zimbabwe. Read more about what ADRA is doing to help and how you can too: .,6
1107286886207447040,"So many initiatives for collection of donations for victims of #CycloneIdai. While this is good, we hope for transparency &amp; accountability on receipt &amp; distribution.",1
1109816644140978176,RT @HeraldZimbabwe: A consignment arrived today from the UAE with goods to assist victims of #CycloneIdai,1
1106879582043586562,"Zimbabwe: 15 houses destroyed in Himalaya Ward 22, Mutare by floods from Cyclone Idai  #Zimbabwe #CycloneIdai #Mutare #Himalaya #MutareSouth",3
1107574143585845248,Our deepest and heartfelt sympathy goes out to everyone affected by the tragic cyclone Idai. We are appealing to everyone to take part in assisting our fellow Zimbabweans. Donate to the number set up by Econet #CycloneIdai #helpinghand #Zimbabwe,4
1111559239548526592,More aid is still required for #CycloneIdaiZW victims‼️,1
1108161979330498561,"Cyclone Idai is the worst weather disaster to ever hit the Southern Hemisphere, says the UN: - Hundreds dead in Mozambique, Zimbabwe and Malawi - Flooded areas 30 miles wide in Mozambique - Officials estimate over 1,000 dead in Mozambique - 2.6 million people affected by flooding",5
1107001529725304832,Very sad to hear of the many victims by #CycloneIdai hitting #Zimbabwe &amp; #Mozambique. My thoughts go out to the families and friends of the victims and all those affected by this disaster.,4
1107665397371801600,"Our Deepest Condolences. We understand that there is a critical need for clean water in the worst affected areas, and have arranged for deliveries. #CycloneIdaiZW #CycloneIdai",4
1110768700951592961,"Just found out a second cousin had moved to teach in Chimanimani- His entire family (himself, wife and 4 kids) cant be located. They are believed to have been buried under the rubble. Gosh what a disaster - my mom is pretty heartbroken #CycloneIdai",10
1107383591917547520,"Almost 850,000 people – around half of whom are estimated to be children – have been affected by severe flooding in #Malawi and #Mozambique, with the numbers set to rise as #CycloneIdai moves west.",2
1106958884923686914,"RT @tbsena04: ALA is collecting food and clothes. We are at No. 2 Princess Drive, Newlands, Harare. Call 0782001880 #CycloneIdai .",1
1113178238497550336,Please donate to help the victims of #CycloneIdai and help imaan.hassim reach her fundraising goal! Link:  Thanks for doing this imaan.hassim!!,1
1112883653741248512,"Pontagea Health Centre in Beira, #Mozambique, was partially destroyed by #CycloneIdai, with many services such as paediatrics and full maternity no longer available. Many medical supplies were lost or damaged.",3
1107913046532521984,"The response by ordinary citizens to this #CycloneIdai crisis has been remarkable! #HarareHelps has received more than 100 TONNES of in-kind donations &amp; the GoFundMe is nearly at $20K! Let’s keep donating, RT’ing, caring, praying. The need is still massive",1
1106863231442866177,@nelsonchamisa @AusEmbZim My president how can we assist those who have been affected by the cyclone. We are ready to donate in cash or kind. Stay blessed. #CycloneIdai @hwendec @DrNkuSibanda @bsamadonhora @mdczimbabw,1
1112974759141273600,UN food agency launches appeal for Mozambique relief funds #CycloneIdai,1
1108348481725497346,"We are grateful to the donations whether in cash or kind that you have given thus far. Thank you so much for assisting our brothers, sisters, fathers and mothers through our disaster relief department. together we can make a difference #CycloneIdaiZW #CycloneIdai #humanitarian",1
1117731036111278081,RT @GvanMontfort: @UNDP early recovery efforts in #CycloneIdai affected areas in Zimbabwe - with communities for communities,1
1113148521472036865,"Wadzanai is a volunteer with the Red Cross in #Zimbabwe. She lost family as well as her home during #CycloneIdai, yet is still committed to helping others. WFP is providing humanitarian air support to transport urgently-needed relief items, including food, medicine, and shelter.",1
1107912844975267840,UPDATE from one of the doctors on the ground in Chimanimani. Thank you @ZHDAofficial for your doctors providing medical assistance on the frontlines and to the brave helicopter pilot who managed to get into an area other helicopters have not yet been able to reach. #CycloneIdai,1
1109257934331133952,One of the more recent updates. Unfortunately the story seems to keep getting worse. Please donate at,1
1111882400127172609,Waterfalls mark the scared mountain side #CycloneIdai Long after the rain has stopped water continues to gush out of the mountain sides creating new streams &amp; land marks. Lets continue to support by donating to #EcoCash Biller Code 320041 Together we can!,1
1115917268452560896,"Access to safe, chlorinated drinking water is essential to reduce the risk of cholera transmission. UNICEF is supporting the water, sanitation and hygiene interventions related to cholera prevention and response in Sofala. #CycloneIdai",2
1110075407116701697,Images of the once so beautiful Bridal Veil after the #CycloneIdai destroyed just made me realize how thing can easily change from bad to good and good to worse NATURE,2
1111076473903988739,"More than 90% of the city of 500 000 people was destroyed, said the Red Cross. The United Nations called it possibly the worst-ever weather-related disaster to hit the southern hemisphere”. ⁦@simonallison⁩ reports on Mozambique",3
1110486960655794177,"Its a sad story, my college mate died together with his wife and two children #cycloneidaiὢ2ὢ2ὢ2. Its painful. We have been robbed!",5
1108411619099529216,Mozambique President Filipe Nyusi has declared a national state of emergency. and three days of mourning March 20 to commemorate the victims of the Cyclone Idai”. Flood waters are still rising hence the President said: We are in an extremely difficult situation.”,6
1107202149669367809,"From food assistance to drones, heres how WFP is helping as #CycloneIdai moves inland across #Mozambique ἳD high-energy biscuits &amp; additional food stocks Ὠ1 helicopter for remote access ὎1 programming, logistics &amp; telecommunications experts ὗ9 drones for emergency mapping",1
1118072192376475648,"Ongoing Operation Sahayata, to sustain HADR operation and help to affected people of Mozambique due to cyclone IDAI, Indian Naval Ship Magar carried 250 tonnes of rice and 500 kgs of essential medicines to",1
1108079991043080192,"RT @TheEconomist: Tropical Cyclone Idai may have killed more than 1,000 in Mozambique",5
1107899288741470208,"Devastating: More than 1,000 people are feared dead in a devastating cyclone #idai that hit Mozambique on Friday as 1.6+ million children went on #climatestrike  Ὁ4",5
1112694124040339456,The hundreds of thousands of people affected by cyclone Idai need your help! @HumanaHPP national partners @adppmozambique @dappmalawi &amp; @dapp_zimbabwe are in affected areas providing emergency assistance. &lt;;,9
1108640674549850112,"NEWS - The UK is to provide an extra £12 million of support, including food, water and shelter, to the survivors of Cyclone Idai in Mozambique, Malawi and Zimbabwe:  #UKaid",1
1108298740979376128,I condole and pass my message of encouragement to the victims of cyclone Idai in Zimbabwe and Mozambique . An injury to one is an injury all,4
1116333768506257412,"Our Director @ValentinTapsoba is in #Harare today with our partner @OMpslsw to support the people of #Zimbabwe with another shipment of core relief items &amp; tents for people affected by #CycloneIdai. Thank you to our donors, partners &amp; @Refugees staff who make this possible!",1
1110299707727904773,"This is more like it. We applaud the UN for availing a helicopter with the ideal lift capability to ferry food, medical &amp; shelter supplies to the victims of #CycloneIdai. The SADC Standby Force shud also avail their aircraft to assist in critical areas. @SADC_News",1
1107321964316815360,We are deeply saddened by the tragic loss of lives &amp; injuries caused by #cycloneIdai. #MSF teams have left for #Chimanimani to conduct an assessment to establish the nature of support needed @HeraldZimbabwe @NewsDayZimbabwe @DailyNewsZim @StarFMNews @capitalkfm @healthtimeszim,4
1110381033701167104,"EU provides helicopter Ὠ1 for #CycloneIdai relief operation - now we can move personnel, relief items and rescued survivors much faster!",1
1108987265647288321,Good Morning. Today @ZB_Bank will be extending their hand towards the #CycloneIdai victims with a big donation to be unveiled shortly. #Tinokudai #CycloneIdaiRelief #263chat,1
1108369328653647873,"#CycloneIdai: Marowanyati Dam in Murambinda overflowed, raising water levels in Mwerahari River. People living along the river have been advised to be on high alert. Chimanimani &amp; Chipinge remain the hardest-hit districts w/access still challenging, particularly in Chimanimani.",6
1110509834649194498,Take a moment to think of those rebuilding their lives after #CycloneIdai Donate to EcoCash Biller Code 320041 #ReachOut,1
1110870511607865344,"Were crowdsourcing info to assist the relief efforts! Check it outὄ7  To contribute -Tweet helpful info &amp; use the hashtags #CycloneIdai, #CycloneIdaiZW or #CycloneIdaiMZ -Email cycloneidairelief@gmail.com -DM us -Add info anonymously on the webpage",2
1108652649677811712,"Mozambiques Land and Environment Minister says 15,000 people still need to be rescued and at least 217 people have died in the country following Cyclone Idai",5
1110254946836975617,"Just arrived at Harare, Zimbabwe. On the way to #Chimanimani, Mutare to see the devastating impact post #CycloneIdai, where WFP started providing life saving support to around 250K people who are in desperate needs of emergency food and shelters",1
1111563664090451969,"Surge Africa is offering our online platform at no cost to Employers &amp; Candidates for the next 90 days (30 June 2019) as we join hands with communities in Mozambique, Zimbabwe and Malawi affected by Cyclone Idai. Visit us at  @JRugayo @SibandaAdeline",1
1116449632261943296,#Mozambique : Lisbon sends 25t of food aid in aftermath of Cyclone Idai  #Portugal,2
1113327371640352768,"To all those who came through with donations for Cyclone Idai victims. Tinotenda, siyabonga, thank you. We passed on the donations to @HigherLifeFDN for onward transportation and distribution to the beneficiaries in Chimanimani #CycloneidaiZW #CycloneIdai #CycloneIdai",1
1108245505186893824,RT @tonganaiw: Its #OneTime as I play my part using @OneMoneyZw to contribute to efforts to assist those affected by #CycloneIdai /,1
1110852951269101573,"URGENT APPEAL Millions have been affected by #CycloneIdai &amp; remain at severe risk. Families lack basic supplies incl food, clean water &amp; sanitation facilities. Please donate to @UNICEF_uk now to help them reach every child needing life-saving supplies:",1
1112039299678171136,"UNICEF has created a Safe Space for Children who lost their homes due to #cycloneIdai at the IFAPA Accommodation Centre in Beira, where they are kept busy with activities throughout the day. #Unite4Mozambique",1
1109043215297101829,Our Drone Africa team is on the ground and have started search &amp; rescue efforts to locate people in inaccessible areas affected by #CycloneIdai in #Chimanimani.,1
1108948865426706433,Mozambican’s are mobilising a huge effort to support those affected. #Cycloneidai,1
1112352879824773120,"἞6἟4Angola ἞7἟CBotswana ἞7἟7Brazil ἞E἟3India ἞E἟9Italy ἟2἞6Morocco ἟5἟9Portugal ἟F἞6South Africa ἞A἟8Spain ἟9἟FTanzania ἟9἟7Turkey ἞C἞7UK ἟A἟8USA Without their help, this operation wouldnt have been possible. Thanks for your support with 100 military assets to respond to #CycloneIdai in #Mozambique.",1
1111653193115668480,BREAKING!!! Army truck runs over people awaiting aid distribution at skyline in Chimanimani. 5 confirmed dead. MTDSRIP. They survived #CycloneIdai only to have their lives taken away in such a grisly manner!!! I wish the injured a quick recovery!!!,5
1108285647347945474,How did they have these to donate when students are struggling with support and fees ??,1
1110120473025761281,"Lets hit the $200,000 mark today! We are so close &amp; every contribution matters! Help those affected by the #cyclone rebuild their lives &amp; find a sense of normalcy after this disaster - Donate via @EcoCash Biller Code 320041 #ReachOut ᾑD἟F἟CᾑD #CycloneIdai",1
1110053910113386496,Aerial footage shows scale of deadly devastation caused by cyclone Idai in #Mozambique  #CycloneIdai Video courtesy: Red Cross and Red Crescent Societies,3
1107898987619729408,"#GetUpAndDoSomething on #TheIgnition this morning with @TeeKayZim @ChrissGreyZW and @MarcPoz. Remember we are kindly appealing to members of the public to drop off your donations for the #CycloneIDAI Disaster Relief effort at 7 Kenilworth Road, Newlands, Harare. #ZiFMCares",1
1107700803576516608,@JCTZimbabwe is concerned &amp; disturbed with the catastrophe in Chimanimani and Chipinge due to #CycloneIdai. Children have been displaced and separated from their guardians. Some have lost their lives. We call for concerted effort in rendering assistance to the affected.,2
1109892501102608386,Coming to you live from Chimoio in central #Mozambique where #SavetheChildren is loading emergency supplies on to a helicopter. We’re delivering essentials items such as tents and family kits to #children &amp; adults impacted by #CycloneIdai,1
1115996776912248836,"A line of people waiting to see the medical team. They line up and stand in line all day. The team could only see about 100 patients per day, but 200 or more would be waiting in line. @MobileMedicsInt #cycloneidai #malaria #cholera #careforlife #Mozambique #beira",1
