id,keyword,location,text,target,preprocessed_text
2054,casualty,no_location,Study? Don't you mean disinformation campaign? https://t.co/6UNSN6CzYq,0,study mean disinformation campaign 
2055,casualty,"Las Vegas, NV","#News Random stabbing? Or activated #CIA Black Ops #MKULTRA patsy? 8 wounded in stabbing spree, suspect arrested https:/…",1, news random stabbing activated cia black ops mkultra patsy wounded stabbing spree suspect arrested https  
2056,casualty,no_location,Study? Don't you mean disinformation campaign? https://t.co/6UNSN6CzYq,0,study mean disinformation campaign 
2057,casualty,India,"In year 2019 , record of no casualty due to railway accident . If this epitome can be achieved with present system .Then…",0,year  record casualty due railway accident  epitome achieved present system then 
2058,casualty,NAIROBI,Another cabinet reshuffle casualty is Samson Chelgui who has been moved to a less lucrative labour ministry. Blow t… https://t.co/8CLv5FB8MX,1,another cabinet reshuffle casualty samson chelgui moved le lucrative labour ministry blow t 
2059,casualty,United Kingdom,Just happened to be passing Bourne Park on the A343 and had to dispatch yet another deer casualty!! … https://t.co/jUiPo9Mb3F,1,happened passing bourne park dispatch yet another deer casualty  
2060,casualty,"San Francisco, CA",Count is 80+ Sir and surprisingly no Pak Army casualty??,0,count  sir surprisingly pak army casualty 
2061,casualty,"Greenwich, England","First print review of The Rediscovery of Tobacco in : ""The anti-smoking establishment's generally hostile reaction t…",0,first print review rediscovery tobacco  the anti smoking establishment s generally hostile reaction t 
2062,casualty,Mumbai India,Fire in Mahul. Fire in BPCL #Mahul No casualty reported so far How is the going to ensure security of residents…,1,fire mahul fire bpcl mahul casualty reported far going ensure security residents 
2063,casualty,"Geelong, Victoria, Australia","That is, if you are fortunate to find mandarins anywhere. At all. Another bushfires casualty, most likely.",0,is fortunate find mandarin anywhere all another bushfires casualty likely 
2064,casualty,"Bolton, England","A casualty of the fires. Burning at times at a speed of up to 3kms a second, many wildlife didn’t stand a chance. With dead…",0,casualty fires burning time speed second many wildlife didn t stand chance dead 
2065,casualty,"Seattle, WA","Beat:E1, CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA) at 3XX BLOCK OF HARVARD AV E repor… https://t.co/xXvjIutOfM",1,beat  casualty non criminal traffic  man down sick persons injured doa block harvard av e repor 
2066,casualty,"Nairobi, Kenya",first locust casualty in 2020. #UhuruAddress,0,first locust casualty  uhuruaddress
2067,casualty,Australia 🇦🇺,Having tasted the blood of their 1st LNP casualty.....another witch hunt &amp; call to arms ensues for more online 'pil… https://t.co/F20p60N0fk,0,tasted blood lnp casualty   another witch hunt amp call arm ensues online pil 
2068,casualty,1.00E+39,"2. The zero-casualty count should never be seen as a reason to be complacent, but as a target for further activities of T…",0, zero casualty count never seen reason complacent target activity t 
2069,casualty,"Karachi, Pakistan",The only one who can sense in a moment if his Naira is in danger though it was nothing that could cause an extreme… https://t.co/lCfLD8Of8l,0,one sense moment naira danger though nothing could cause extreme 
2070,casualty,Bharat,Any dog casualty?,0,dog casualty 
2071,casualty,Armenia,RTA on Bagratunyats Avenue: there was a casualty https://t.co/e35ykdlTVA,1,rta bagratunyats avenue casualty
2072,casualty,no_location,"KUALA LUMPUR, Jan 14 – AmGeneral Insurance Berhad (AmGeneral) has been accorded with ‘Property &amp;amp; Casualty Insur… https://t.co/3Vvx3xuOX2",0,kuala lumpur jan  amgeneral insurance berhad amgeneral accorded property amp amp casualty insur 
2073,casualty,no_location,"Yes let's. Very likely 3,270 days from now our nuclear casualty body count would be the same as Fukushima's today. i.e.…",0,yes let s likely  day nuclear casualty body count would fukushima s today i e 
2074,casualty,"Johannesburg, South Africa","[BREAKING] - ER24, Life Healthcare and WC Metro Services, are on scene of a mass casualty incident in Wetton in the Western Ca…",1, breaking   life healthcare wc metro services scene mass casualty incident wetton western ca 
2075,casualty,MonKingdom,completely benefited us and had no negative repurcussions” Seriously. Think about how your words and actions will aff…,0,completely benefited u negative repurcussions seriously think word action aff 
2076,casualty,"South Alabama, USA",They are dropping like flies in the #DemocRATPrimary: The latest casualty #CoreyBooker (aka #Spartacus). Remember #DevalPa…,0,dropping like fly democratprimary latest casualty coreybooker aka spartacus  remember devalpa 
2077,casualty,"Belfast, Northern Ireland","3 years since Jacob told Connie, “It’s over” and I’m still holding out for that reunion! 🙏🏼 #Casualty https://t.co/dwy…",0,year since jacob told connie  it s over i m still holding reunion  casualty
2078,casualty,no_location,Dropping Like Flies! Another 2020 Dem Drops Out Of 2020 Presidential Race https://t.co/lCEBCG9KdL 😆Their latest casualty…,0,dropping like flies another dem drop presidential race latest casualty 
2079,casualty,Belfast Ireland 🇮🇪,We'll see how far a language commissioner gets him the next time he's sat in casualty for 8 hours,0,we ll see far language commissioner get next time he s sat casualty hour
2080,casualty,newry,We'll see how far a language commissioner gets him the next time he's sat in casualty for 8 hours,0,we ll see far language commissioner get next time he s sat casualty hour
2081,casualty,Dundee,Fears department store Beales could be ‘latest casualty’ of Perth’s retail sector https://t.co/W4v1Z0KfiW https://t.co/CVuhYGiVui,0,fear department store beales could latest casualty perth s retail sector
2082,casualty,"Dundee, UK",Fears department store Beales could be ‘latest casualty’ of Perth’s retail sector https://t.co/l6UKimcDMl https://t.co/3gc8QehSbS,0,fear department store beales could latest casualty perth s retail sector
2083,casualty,Tasmania,Years ago I nearly was a casualty of cancel culture. Some NZ tweeters had been piling on me on &amp; off for a long time &amp; I exp…,0,year ago nearly casualty cancel culture nz tweeter piling amp long time amp exp 
2084,casualty,"Wellington, NZ",Years ago I nearly was a casualty of cancel culture. Some NZ tweeters had been piling on me on &amp; off for a long tim… https://t.co/y1k7JeAIw8,0,year ago nearly casualty cancel culture nz tweeter piling amp long tim 
2085,casualty,"South Petherton, England","Energetic and Comedic Redhead Teen, just seen on #Casualty Playing age 12-15, Northern and American Accents, worked wi…",0,energetic comedic redhead teen seen casualty playing age  northern american accents worked wi 
2086,casualty,"Redwood City, CA",SNOW STORM CASUALTY: #FANCYWATEROFTHEDAY https://t.co/qJyi9PheIB,0,snow storm casualty  fancywateroftheday
2087,casualty,no_location,$adap successful shorting is hard way beyond my own pay grade. Common retail shorts mostly go by char… https://t.co/kjohfOwbZC,0, adap successful shorting hard way beyond pay grade common retail short mostly go char 
2088,casualty,"Black Country, England","Despite some ferocious winds and biblical rainfall, I’ve never seen a motorway stop because no-one could see as wip… https://t.co/D3syP9igbz",0,despite ferocious wind biblical rainfall i ve never seen motorway stop no one could see wip 
2089,casualty,"Dorking, Surrey",Menopause The Musical 2: Cruising Through Menopause is here Wednesday 18 March 🚢 Starring EastEnders'… https://t.co/f29b9OsjNI,0,menopause musical  cruising menopause wednesday march starring eastenders 
2090,casualty,She/her/any 💖,"Hard to believe that today is two years since I set off to film Casualty in Cardiff, and two years since I met… https://t.co/CefYC5NvWF",0,hard believe today two year since set film casualty cardiff two year since met 
2091,casualty,"West Midlands, England","3 years since Jacob told Connie, “It’s over” and I’m still holding out for that reunion! 🙏🏼 #Casualty https://t.co/dwy43RhaCv",0,year since jacob told connie  it s over i m still holding reunion  casualty
2092,casualty,"Broken Hill, New South Wales",Don’t look over here (just another casualty of the changing climate) Look over there at the... well... not sure wha… https://t.co/hKy5Myh4cI,0,don t look just another casualty changing climate look the  well  sure wha 
2093,casualty,Jamaica,Crawford is a casualty of the lack of mentorship and training in the PNP.,0,crawford casualty lack mentorship training pnp 
2094,casualty,"Long Beach, CA","“It’s a paradox we call reality, so keepin it real will make you a casualty of abnormal normality”",0, it s paradox call reality keepin real make casualty abnormal normality 
2095,casualty,"Sydney, New South Wales",Another casualty tonight for Australia's struggling retail industry. Curious Planet stores will join a long list of closing s…,0,another casualty tonight australia s struggling retail industry curious planet store join long list closing s 
2096,casualty,North Scotland,"Exeter off . The casualty list mounting . Huntington, Leicester last 7 days too ... only 1 jump fixture next Sunday… https://t.co/XsOV7wqLpc",0,exeter  casualty list mounting  huntington leicester last day   jump fixture next sunday 
2097,catastrophe,no_location,An Instagram model donated more to stop a climate catastrophe than the wealthiest man on Earth. Tax the rich. https://t.c…,0,instagram model donated stop climate catastrophe wealthiest man earth tax rich 
2098,catastrophe,in the freezer,u know u r fucked when a meme of disoriented catastrophe makes u hungry https://t.co/EPFmYOcB8O,0,u know u r fucked meme disoriented catastrophe make u hungry
2099,catastrophe,no_location,Interviewer: Where do you see yourself in ten years? Me: Scavenging for food in the climate catastrophe ravaged wastelan…,0,interviewer see ten years me scavenging food climate catastrophe ravaged wastelan 
2100,catastrophe,Wellington NZ,"Once the fires are out, water will emerge as the next mismanaged catastrophe. Catchment stream flows central north we…",0,fire out water emerge next mismanaged catastrophe catchment stream flow central north we 
2101,catastrophe,"Bristol, England","In the midst of an environmental catastrophe and human tragedy, there’s still a sense of humour to keep people goin… https://t.co/kPDflZZdoq",0,midst environmental catastrophe human tragedy there s still sense humour keep people goin 
2102,catastrophe,Ngunnawal country,"I have dedicated 14 years of my life to Cancer Research in the pursuit of helping to combat the effects of Cancer, to h…",0,dedicated year life cancer research pursuit helping combat effect cancer h 
2103,catastrophe,"Perth, Western Australia","""'I think I see one over there—I’ll just loop around,' said Wightman as his vehicle’s exhaust system released the last q…",0, i think see one there i ll loop around  said wightman vehicle s exhaust system released last q 
2104,catastrophe,Riverina,"Here's what you can learn from the conservative response to the bushfire crisis — a masterclass in spin, wilful ignorance…",0,here s learn conservative response bushfire crisis  masterclass spin wilful ignorance 
2105,catastrophe,Ethiopia,"What if we could develop a catastrophe bond that provided global coverage,… https://t.co/lAIqSbaCwo",0,could develop catastrophe bond provided global coverage 
2106,catastrophe,"Tübingen (with bits of my heart left in Munich, Amsterdam and Boston)",True. But the problem is that convincing people that there is a mistake is much harder.… https://t.co/KAIONWoAIS,0,true problem convincing people mistake much harder 
2107,catastrophe,no_location,"As ever, it'd be a catastrophe for anyone who needs left wing policies but the silver lining of the press destroying h…",0,ever it d catastrophe anyone need left wing policy silver lining press destroying h 
2108,catastrophe,no_location,"Classic link on Today just now: oceans are heating, we must make rapid emissions cuts starting today or face catastrop…",0,classic link today now ocean heating must make rapid emission cut starting today face catastrop 
2109,catastrophe,東京,#Nowplaying Catastrophe - Crossfaith (EX_MACHINA) https://t.co/Qk1yNXuWpt,0, nowplaying catastrophe  crossfaith ex_machina 
2110,catastrophe,no_location,Some people do not know the meaning of catastrophe. No wonder they insist the recent Taal volcanic eruption is a tr… https://t.co/t9VH6rJEVn,0,people know meaning catastrophe wonder insist recent taal volcanic eruption tr 
2111,catastrophe,"Lisboa, Portugal",We may not be able to physically help in anyway. However our thoughts and prayers are with the Filipino people affecte…,0,may able physically help anyway however thought prayer filipino people affecte 
2112,catastrophe,no_location,I just hope these POLITICIANS are not using the current catastrophe of #Philippines just for the sake of their good… https://t.co/wuURsYULXc,0,hope politician using current catastrophe philippines sake good 
2113,catastrophe,no_location,"Deku: All Might!! There's a literal Catastrophe-level demon tearing up town square!!! Yagi, prev All Might, No. 1 Hero: oh…",0,deku might  there s literal catastrophe level demon tearing town square  yagi prev might no hero oh 
2114,catastrophe,no_location,100% of my twitter feed today is dead skies and P2 masks interposed with coordinated attempts to distort and divert our ra…,0, twitter feed today dead sky mask interposed coordinated attempt distort divert ra 
2115,catastrophe,no_location,P.S. The fire raging in Australia is not an Australian affair. It affects the whole world. It is an international catas…,0,p s fire raging australia australian affair affect whole world international catas 
2116,catastrophe,no_location,"Water being trucked in , watching 7, 30 this is looking like the biggest ongoing catastrop… https://t.co/FIWDjNpYXJ",0,water trucked  watching  looking like biggest ongoing catastrop 
2117,catastrophe,"London, England",Been watching #Catastrophe and on Episode 2 of Season 4. Tripping out over a joke Rob made about he’d like Princess… https://t.co/jt4f96q1Yy,0,watching catastrophe episode season  tripping joke rob made he d like princess 
2118,catastrophe,global,is this true? Please resign as my city is choking from climate catastrophe.,0,true please resign city choking climate catastrophe 
2119,catastrophe,no_location,It’s not a catastrophe yet. A catastrophe is an event causing GREAT and usually sudden dama… https://t.co/hK8bxrR1E8,0,it s catastrophe yet catastrophe event causing great usually sudden dama 
2120,catastrophe,"Edinburgh, Scotland",Time to put my prescription I received from Dr Ennis yesterday from to good use with a 'Mighty Classi…,0,time put prescription received dr ennis yesterday good use mighty classi 
2121,catastrophe,Edinburgh,Time to put my prescription I received from Dr Ennis yesterday from to good use with a 'Mighty Cla… https://t.co/jCbLNBTTCY,0,time put prescription received dr ennis yesterday good use mighty cla 
2122,catastrophic,no_location,"Australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",1,australia s catastrophic bushfires smoke haze blanketing major city sparked concern among international students 
2123,catastrophic,no_location,"If you sacrifice the President and the Senate President to the active volcano, are you running the risk of more catastrophic explosions?",0,sacrifice president senate president active volcano running risk catastrophic explosions 
2124,catastrophic,Awabakal Land (Lake Macquarie),I’ll say it again. Doctors hate it. The public hates it. Experts hate it and predict it will wreak catastrophic consequences…,0,i ll say again doctor hate it public hate it expert hate predict wreak catastrophic consequences 
2125,catastrophic,Planet Earth,Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherson https://t.co/…,0,australian fiction already challenging idea catastrophic bushfire normal  rachel fetherson
2126,catastrophic,"Atlanta, GA",The catastrophic fires in Australia are the latest example of the very real and very urgent consequences of climate change…,0,catastrophic fire australia latest example real urgent consequence climate change 
2127,catastrophic,no_location,"Congratulations to the US for finally starting a catastrophic war with the most western friendly, stable nation in the Mid…",0,congratulation u finally starting catastrophic war western friendly stable nation mid 
2128,catastrophic,Panama,a girl and her catastrophic thinking,0,girl catastrophic thinking
2129,catastrophic,no_location,Australians Are Waking Up To #ScottyfromMarketing And Realizing That s Catastrophic And Abysmal Handing Of…,0,australian waking scottyfrommarketing realizing catastrophic abysmal handing of 
2130,catastrophic,Between the Nether and the mortal plane.,Not to the majorty of people there is not. Although it would be interesting for them to try and b… https://t.co/mpB2I5dAKQ,0,majorty people not although would interesting try b 
2131,catastrophic,Australia,"Cannot wrap my head around it. Allergies, asthmatics, then those in direct line. Its catastrophic.",0,cannot wrap head around it allergies asthmatics direct line catastrophic 
2132,catastrophic,"Cameraygal Land, Australia","Yeah, I figured the animals ran into the wombat burrows in front of the wombats who were heading in the s… https://t.co/fPC82ColbM",0,yeah figured animal ran wombat burrow front wombat heading s 
2133,catastrophic,no_location,"Chief Constable Peter Goodman has written an open letter to urging him to increase the council precept by £10,…",0,chief constable peter goodman written open letter urging increase council precept  
2134,catastrophic,"Geelong, Victoria",When a country spends billions on jets and submarines and subsidies for corporations but only millions on saving the remna…,0,country spends billion jet submarine subsidy corporation million saving remna 
2135,catastrophic,no_location,Thanks to for publishing my piece on how Australian fiction is currently influencing how we think about bushfire…,0,thanks publishing piece australian fiction currently influencing think bushfire 
2136,catastrophic,no_location,"“Authors of recent Australian ecofiction ... are shifting that traditional bushfire narrative, drawing connections betwe…",0, authors recent australian ecofiction   shifting traditional bushfire narrative drawing connection betwe 
2137,catastrophic,"Delhi, India","The Modi-Shah Govt’s anti people, anti labour policies have created catastrophic unemployment &amp; are weakening our PSUs to…",0,modi shah govt s anti people anti labour policy created catastrophic unemployment amp weakening psus to 
2138,catastrophic,"Launceston, Tasmania",#isitok to say P.M. Scott Morrison's response to catastrophic bushfires is woefully inadequate? #Scottnoclue.,0, isitok say p m scott morrison s response catastrophic bushfires woefully inadequate  scottnoclue 
2139,catastrophic,"0.9017° S, 34.5335° E",There is no brainy dictator. Only a system by the pple will work. Look at all th…,0,brainy dictator system pple work look th 
2140,catastrophic,no_location,Right-wing Prime Minister Scott Morrison came to power in Australia tapping into a wellspring of resentment and touting his…,0,right wing prime minister scott morrison came power australia tapping wellspring resentment touting his 
2141,catastrophic,"Katoomba, Blue Mountains",Conservationists and scientists fear bushfires that have ravaged parts of Australia have had a catastrophic impact on flora an…,0,conservationist scientist fear bushfires ravaged part australia catastrophic impact flora an 
2142,catastrophic,Cowleyfornia Dreaming,The point is that scientific consensus says that we need to cu… https://t.co/NSSCp6kQKs,0,point scientific consensus say need cu 
2143,catastrophic,"England, United Kingdom","Yesterday, the Times reported the N.I. Health Service was facing ""a catastrophic breakdown"" because 5.3% of the populati…",0,yesterday time reported n i health service facing a catastrophic breakdown   populati 
2144,catastrophic,"York, England",But it eventually will have to work without... current consumption rates sugg… https://t.co/c3S1vcxgF6,0,eventually work without  current consumption rate sugg 
2145,catastrophic,Australia,Conservationists and scientists fear bushfires that have ravaged parts of Australia have had a catastrophic impact… https://t.co/vUmSy99Ene,0,conservationist scientist fear bushfires ravaged part australia catastrophic impact 
2146,catastrophic,no_location,People of neelum valley suffering from catastrophic situation.may allah save the people of valley. #NeelumNeedPakArmy #DGIS…,1,people neelum valley suffering catastrophic situation may allah save people valley  neelumneedpakarmy dgis 
2147,catastrophic,"Czechia, se stim smiř",USA Today poll taken Tuesday &amp; Wednesday has catastrophic political news for Trump on Iran. I bet White House polling showed…,0,usa today poll taken tuesday amp wednesday catastrophic political news trump iran bet white house polling showed 
2148,catastrophic,"Liverpool, England","Flybe collapsing would be catastrophic for the UK and Ireland, far more so than Thomas Cook collapsing and ruining skiing holidays.",0,flybe collapsing would catastrophic uk ireland far thomas cook collapsing ruining skiing holidays 
2149,catastrophic,hell,if you need me i’ll be attaching catastrophic meaning to minor events,0,need i ll attaching catastrophic meaning minor event
2150,catastrophic,Sydney🇦🇺,"If that’s the case, Lebanon’s reputation would have been catastrophic, if tourists had formed their opin… https://t.co/TB7QLeUwim",0,that s case lebanon s reputation would catastrophic tourist formed opin 
2151,catastrophic,Melbourne Australia,Thank you . Bushfires and Bushfire smoke. Your catastrophic failure of leadership and your policy of climate…,0,thank  bushfires bushfire smoke catastrophic failure leadership policy climate 
2152,catastrophic,"Pretoria, South Africa",Top 5 Ernesto Valverde offenses • Anti-Cruffyian football • Catastrophic unforgivable nights in Rome &amp; Liverpool • Ruine…,0,top ernesto valverde offense  anti cruffyian football  catastrophic unforgivable night rome amp liverpool  ruine 
2153,catastrophic,∞,That's adorable Bob - please keep sharing these little ditties with us appreciative chaps whilst ignor…,0,that s adorable bob  please keep sharing little ditty u appreciative chap whilst ignor 
2154,catastrophic,バンクーバー,"""I am worried that we are experiencing a climate emergency that could have catastrophic implications for the next gener…",0, i worried experiencing climate emergency could catastrophic implication next gener 
2155,catastrophic,Manning Point,#ThisIsNotJournalism The Coalition Govt Government buried climate risk action plan produced 18 months ago. It failed to pr…,0, thisisnotjournalism coalition govt government buried climate risk action plan produced month ago failed pr 
2156,catastrophic,no_location,When California's largest electric utility shut off power to millions of customers to prevent equipment from sparking catas…,0,california s largest electric utility shut power million customer prevent equipment sparking catas 
2157,catastrophic,SF Bay Area,guardianeco: Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherson htt…,0,guardianeco australian fiction already challenging idea catastrophic bushfire normal  rachel fetherson htt 
2158,catastrophic,An Australian increasingly more concerned about democracy in Australia.,"1 Billion Animals Killed In #BushfireCrisis , Scientists Warns Of Catastrophic Extinctions , The Animals At Risk During And…",1,billion animal killed bushfirecrisis  scientist warns catastrophic extinction  animal risk and 
2159,catastrophic,no_location,"2019 was catastrophic, as I experienced it. And we are only at 1.1 °C of global warming!! https://t.co/cntr3OxWXi",0,catastrophic experienced it   c global warming 
2160,catastrophic,ACT,“Morrison knew a catastrophic fire season was on its way. The Home Affairs Department had risk reduction and mitigation s…,0, morrison knew catastrophic fire season way home affair department risk reduction mitigation s 
2161,catastrophic,Canberra - Australia,#ThisIsNotJournalism The Coalition Govt Government buried climate risk action plan produced 18 months ago. It fai… https://t.co/Ovmloubiwe,0, thisisnotjournalism coalition govt government buried climate risk action plan produced month ago fai 
2162,catastrophic,no_location,"“’Sundance’ appears to be the victim of a single, catastrophic wound from a Devourer Bullet, modified to fire from… https://t.co/ltJN4gITWO",0, sundance appears victim single catastrophic wound devourer bullet modified fire from 
2163,catastrophic,"Warsaw, Poland",These fires were preceded by the hottest and driest conditions in Aus history. Unless there are global reductions in…,1,fire preceded hottest driest condition au history unless global reduction in 
2164,catastrophic,Brisbane,Losing catastrophic sums of money at festivals in order to get under $500 earned from comedy,0,losing catastrophic sum money festival order get  earned comedy
2165,catastrophic,"Hampshire, England",Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherston https://t.co/VXVbCVdxaL,0,australian fiction already challenging idea catastrophic bushfire normal  rachel fetherston
2166,catastrophic,no_location,This is truly frightening! Methane is the hidden trigger for Catastrophic Climate Breakdown. Trump is putting all future…,0,truly frightening methane hidden trigger catastrophic climate breakdown trump putting future 
2167,catastrophic,London,I think we’d all turn to Jesus right now if we thought it would do anything. But nothing demonstrates t… https://t.co/hg0zBxow3q,0,think we d turn jesus right thought would anything nothing demonstrates t 
2168,catastrophic,"Pietermaritzburg, South Africa",There's a new drug in town and you won't want to miss its catastrophic effects on tonight's all-new NCIS: Los Angeles. Stream i…,0,there s new drug town want miss catastrophic effect tonight s all new ncis los angeles stream i 
2169,catastrophic,no_location,"So, Governor in his current role wants to bring suit against present-day mayors and municipalities like him…",0,so governor current role want bring suit present day mayor municipality like him 
2170,catastrophic,Tucson Arizona,Muslim Teen Laughs After Appearing in Court for Setting Fires. Yep! Muslims set the catastrophic fires in Australia. What…,0,muslim teen laugh appearing court setting fires yep muslim set catastrophic fire australia what 
2171,catastrophic,Bahrain,"10 years ago, Haiti was devastated by a tragic and catastrophic earthquake. Let’s take a time today to remember and pra…",1,year ago haiti devastated tragic catastrophic earthquake let s take time today remember pra 
2172,catastrophic,"Kwekwe, Zimbabwe","The late General Soleimani dared , saying he was waiting for him. The consequences of heightened rhetoric ar…",0,late general soleimani dared  saying waiting him consequence heightened rhetoric ar 
2173,catastrophic,"Boy From Makueni,KENYA",My goal as a parent is not to save my kids from all frustration and struggle. It is to let them learn while saving them…,0,goal parent save kid frustration struggle let learn saving them 
2174,catastrophic,no_location,"Humility. (I take 's point that it's required of Christians who aren't priests too, but I t… https://t.co/d3GofrOcoc",0,humility  i take s point required christian priest too t 
2175,catastrophic,no_location,"10 years ago today, a devastating earthquake wreaked havoc on Haiti, claiming over 250K lives and injuring an estimated 1.5 mil…",1,year ago today devastating earthquake wreaked havoc haiti claiming life injuring estimated  mil 
2176,catastrophic,no_location,😩😩🤭🤭🤭That’s catastrophic 💔💔💔,0,that s catastrophic
2177,catastrophic,Regional NSW,‘The price of vegetables is expected to jump by up to 50% as catastrophic bushfires destroy crops&amp; shut down highways…,0, the price vegetable expected jump  catastrophic bushfires destroy crops amp shut highways 
2178,catastrophic,Became Active September 2019,That's adorable Bob - please keep sharing these little ditties with us appreciative chaps whi… https://t.co/8XnWUWCEEG,0,that s adorable bob  please keep sharing little ditty u appreciative chap whi 
2179,catastrophic,no_location,Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherston | Books… https://t.co/Qcl11vlmA9,0,australian fiction already challenging idea catastrophic bushfire normal  rachel fetherston  books 
2180,catastrophic,Sephora Sale Rack,"Cool, just slept 13 hours oops and mostly am worried what catastrophic news I missed it!",0,cool slept hour oops mostly worried catastrophic news missed it 
2181,catastrophic,BTS WORLD 💜,"DM us for more informations, also we encourage everyone who are going to attend ASAP this sunday to donate in any kinds. L…",0,dm u informations also encourage everyone going attend asap sunday donate kinds l 
2182,catastrophic,"Lagos, Nigeria",1. Save for your starter emergency fund. There are so many unexpected life events that can happen and if you do no… https://t.co/rI9romgi0B,0, save starter emergency fund many unexpected life event happen no 
2183,catastrophic,no_location,"Coal is the number one driver of carbon emissions, we need a plan to transition Australia off coal to prevent more catas…",0,coal number one driver carbon emissions need plan transition australia coal prevent catas 
2184,catastrophic,"East Anglia, England","More than 2,000kg of carrots and sweet potato have been dropped from planes to feed wildlife displaced from the 'catast…",0, carrot sweet potato dropped plane feed wildlife displaced catast 
2185,catastrophic,"New Delhi, India","With everything here, not been following the catastrophic #AustraliaFires As always 🐶s give hope. 🐶 saving 🐨s. https://t.co/7l1vSohbdj",0,everything here following catastrophic australiafires always give hope saving s 
2186,catastrophic,"Warsaw, Poland",guardianeco: Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fethe… https://t.co/9tNgtZwrUz,0,guardianeco australian fiction already challenging idea catastrophic bushfire normal  rachel fethe 
2187,chemical%20emergency,Devon,800 litres of chemicals spilled from a warehouse https://t.co/hdHdGGsruk,1,litre chemical spilled warehouse
2188,chemical%20emergency,"Lagos, Nigeria","This man was seen fallen down in our community at Amje Alagbado Lagos this morning, very sick &amp; can not describe anyth…",1,man seen fallen community amje alagbado lagos morning sick amp describe anyth 
2189,chemical%20emergency,"Midway Point, Tasmania",That whiff is like a major chemical spill.. It's now a major emergency for Libs #auspol Scott Morrison looks for wr…,0,whiff like major chemical spill  major emergency libs auspol scott morrison look wr 
2190,chemical%20emergency,Downtown Houston,Local Emergency Planning Communities and chemical incident preparedness post-9/11,0,local emergency planning community chemical incident preparedness post 
2191,chemical%20emergency,brisbane,That whiff is like a major chemical spill.. It's now a major emergency for Libs #auspol Scott Morrison looks f… https://t.co/0ZvKyjBjFO,0,whiff like major chemical spill  major emergency libs auspol scott morrison look f 
2192,chemical%20emergency,online,The yellow/green liquid is probably pepper spray. It's acidic which is causing the ch… https://t.co/AOC81aMBxC,0,yellow green liquid probably pepper spray acidic causing ch 
2193,chemical%20emergency,My Beloved Philippines,Emergency facemask. ~P250 for pack of 5. Available at your mall hardware stores. I keep a pack in the car for emer… https://t.co/zpPuFp36WP,0,emergency facemask  pack  available mall hardware stores keep pack car emer 
2194,chemical%20emergency,no_location,Get notified of an emergency in no matter where you are! Register for #AlertWR to receive emergency aler…,0,get notified emergency matter are register alertwr receive emergency aler 
2195,chemical%20emergency,United States,"Alocane Emergency Burn Gel, 4% Lidocaine Maximum Strength Fast Pain and Itch Relief for Minor Burns, Sunburn, Kitch… https://t.co/KNnAVLTaDC",0,alocane emergency burn gel  lidocaine maximum strength fast pain itch relief minor burns sunburn kitch 
2196,chemical%20emergency,"Porto Alegre, Brasil",go ahead and make a playlist with your name. guiding light-muse always-patd bumblebeee-kasabian read my mind-the k… https://t.co/oCq2GVPlOK,0,go ahead make playlist name guiding light muse always patd bumblebeee kasabian read mind the k 
2197,chemical%20emergency,no_location,"Emergency services? I need an ambulance to ACME Chemical Labs. Yeah, Chad forgot to operate ventilatio… https://t.co/HtN5VPF2tf",0,emergency services need ambulance acme chemical labs yeah chad forgot operate ventilatio 
2198,chemical%20emergency,no_location,An emergency eyewash station is an otherwise simple device that can protect workers against chemical-related eye in… https://t.co/jEr2WZbuDm,0,emergency eyewash station otherwise simple device protect worker chemical related eye in 
2199,chemical%20emergency,no_location,"For more than a decade, Raymond Ho has answered calls for California’s poison emergency hotline. One that sticks ou… https://t.co/EOCx1fXR25",0,decade raymond ho answered call california s poison emergency hotline one stick ou 
2200,chemical%20emergency,UK,I believe you can be addicted to drugs but I draw the line at gambling - certainly wouldn’t want any of my taxes g… https://t.co/DETCIXyxly,0,believe addicted drug draw line gambling  certainly wouldn t want tax g 
2201,chemical%20emergency,Louisiana/Right behind you,"For ppl in the Ruston area, those sirens don't sound purely for tornadoes. They can be activated for: -severe t-st… https://t.co/71azaBKAyq",0,ppl ruston area siren sound purely tornadoes activated for  severe t st 
2202,chemical%20emergency,"Ipswich, Suffolk",‘Chemical incident’ at swimming pool sparks huge emergency response https://t.co/6laPjkBnt8,1, chemical incident swimming pool spark huge emergency response
2203,chemical%20emergency,"Ipswich, UK",‘Chemical incident’ at swimming pool sparks huge emergency response https://t.co/UeHjgOYC1Q,1, chemical incident swimming pool spark huge emergency response
2204,chemical%20emergency,Banner by @Elektr0_,"The death of the Supreme Leader not long after the outbreak of World War III plunged Dheran into chaos, with multiple f…",0,death supreme leader long outbreak world war iii plunged dheran chaos multiple f 
