id,keyword,location,text,target
217,ambulance,Malawi,Angels Over Africa: A Netcare 911 air ambulance with Doctor and Paramedic has been activated for an inter-hospital-trans…,1
218,ambulance,"Namibia,rundu,ondangwa,katima,",For all your ambulance 🚑 needs call us today on our Toll-Free number 👉0819696 https://t.co/aWzJw2wxkx,0
219,ambulance,London,What a lovely message to receive - thank you so much. 😃💚,0
220,ambulance,,Timely action during accidents can save someone's life. If you find someone with injury then call for an ambulance… https://t.co/9PPTiJUJpN,1
221,ambulance,Ghana,"When technical brains speak to a raging debate... Mostly, their disposition &amp; knowledge calms the storm. Even more… https://t.co/vDnC9tkXDB",0
222,ambulance,Malibu,"Just got back from the hospital bc I accidentally blended my finger while cooking, and I promised the ambulance doctors I w…",0
223,ambulance,United Kingdom,Another race baiting ambulance chaser exposed ..this is racism in action but you and peop… https://t.co/2UhePawVK9,0
224,ambulance,,"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in t… https://t.co/M6YK1fibLu",0
225,annihilated,,Nicki minaj single handedly annihilated the male species the day this dropped !!,0
226,annihilated,,You must be annihilated!,0
227,annihilated,"Wales, United Kingdom","Basically let people work hard for their money, save, invest wisely .. then snatch it from them to fu… https://t.co/RkEjh1oqS7",0
228,annihilated,,"Thanks, no offence taken. But really, the choice for centre left parties is either re… https://t.co/W0RdSFC7Jp",0
229,annihilated,New york in jesus name,"The commonest line in most Naija songs that has now become annoying is: ""The way you whyne, E dey blow my mind"" Please…",0
230,annihilated,,Which Quranic Verse Did the Leader Choose for Qasem Soleimani? | Unique Moment A soldier of Islam who tirelessly foug…,0
231,annihilated,California,She’s not wrong. The only way ACA was passed was because… https://t.co/8HsZXG6eIC,0
232,annihilated,Earth,You get ready by picking your weapon of choice. I chose a lute. Of course thinking 'everything will… https://t.co/3GI3quVh5W,0
233,annihilated,"Scotland, United Kingdom","Actually impossible to tell whether Dan or Boris is less across their briefs. A journalist, almost any journalist,… https://t.co/4cg1Xr6DqN",0
234,annihilated,"West Midlands, England",Zero chance of any of those candidates winning the next election. The deluded hard left will… https://t.co/Xnurp3Teng,0
235,annihilated,Melbourne & Regional Victoria,Good riddance to bad rubbish ...just like we'll be saying about you when you're annihilated at #FedElection2020,0
236,annihilated,"Fishlake, England",Haven’t the likes of understood yet that it was these sh1t policies plus out of touch… https://t.co/w2jxhYdWzk,0
237,annihilated,EVERYWHERE,All the breasts that have perished in the name of a a bottle of poison. It makes me want to cry. It makes me want t… https://t.co/4L31qGatAc,0
238,annihilated,,https://t.co/EbF9qbES8i y'all. this beautiful delicate tender vampire taejin annihilated me tonight. it is the most… https://t.co/PcIYtuFTlJ,0
239,annihilated,"Melbourne, Victoria",Just reminiscing about the time I annihilated a PB and made it look easy! 117.5kg feeling fiine! Bring on GPC 💪🏻… https://t.co/zPO8jagq7v,0
240,annihilated,"Osun, Nigeria","Titans, raise your tridents and drink to Victory We annihilated our enemies yesterday and sent them to hades where they…",1
241,annihilated,EVERYWHERE,All the promises that have perished in the name of a almond. It makes me want to cry. It makes me want to curse des… https://t.co/zUlARoqepO,0
242,annihilated,Joburg,Sne you really tryna see me get annihilated 😭😭😭. Dm me your PSN bro😂🙏🏾🙏🏾,0
243,annihilated,,"Titans, raise your tridents and drink to Victory We annihilated our enemies yesterday and sent them to hades where… https://t.co/D4U6LYkAxv",1
244,annihilated,Ireland,I will appreciate the BBC igbo when it starts to expose how Britain partook in the biafra genocide were over 4 millio…,1
245,annihilated,UK,"Polls mean shit all Hugh, they were wrong, massively, we have effectively now had 3 votes, leave won… https://t.co/EpTuVM6j5q",0
246,annihilated,"Ottawa, Ontario, Canada",Piers Morgan Annihilated With Simple Logic https://t.co/rClWbc7F9l,0
247,annihilated,"Ottawa, Ontario, Canada",Piers Morgan Annihilated With Simple Logic | Vegan Advocacy On Good Morning Britain https://t.co/rClWbc7F9l,0
248,annihilated,"Ottawa, Ontario, Canada",Piers Morgan Annihilated With Simple Logic | Vegan Advocacy https://t.co/rClWbc7F9l,0
249,annihilated,EVERYWHERE,All the apples that have perished in the name of a adderall pill. It makes me want to cry. It makes me want to curs… https://t.co/aeWJnrzC7B,0
250,annihilated,,"WE WIN! The Federal Judge lifted the TRO. We can Build in the Floodplain, this will change the game. The judge absolutely…",0
251,annihilated,宮城 ⇄ 都下  / 🌻,"Oppenheimer annihilated him, I was done when he referenced Mistress Death's dislike of Thanos. https://t.co/165Ot51Jxs",0
252,annihilated,"Москва, Россия",And I lost 4 in our big team event) 2 points out of 80. With a pretty nice list. It's like I was annihilated inside,0
253,annihilated,Indio,They'd get annihilated by '01 Miami https://t.co/b8lOC0URae,1
254,annihilated,,Being an Ally of the US means you too can be annihilated at any minute. Just look at the Kurds.,1
255,annihilated,"Toronto, Ontario",The pores on my nose after getting annihilated by my fingers at 2am: https://t.co/ydkDE1Rs3T,0
256,annihilated,"London, England",That moment when Doc Ock(in Spidey’s body) realizes that Spidey has been holding back in their fights all this time and Pete…,0
257,annihilated,,"The best way to describe my current emotional state is ""toddler in a wave pool"". Fine for the most part but gets annihilated w…",0
258,annihilated,London,Nicki minaj single handedly annihilated the male species the day this dropped !! https://t.co/v7KK4pWdtK,0
259,annihilated,"Sacramento, CA",Answer 4: Soooooo happy I did not renew my season tickets. I would have lost my mind. I am very di… https://t.co/dSpkJKHw96,0
260,annihilated,where the angels live,"Machines changed music; pretty much annihilated the concept of a live band playing real instruments. However, machines have n…",0
261,annihilated,,LSU would have annihilated the ohio state university. They couldn't even dominate Wisconsin… https://t.co/YnYvUiZO0T,0
262,annihilated,"Fort Worth, TX",Should mention the 2013 Florida State team as well. They annihilated everybody they played except Auburn who they… https://t.co/S3Y2NzCxoL,0
263,annihilated,"Los Angeles, CA","Machines changed music; pretty much annihilated the concept of a live band playing real instruments. However, machi… https://t.co/wxgFpzbOIt",0
264,annihilated,"Virginia Beach, VA",I’m getting absolutely annihilated but I’m hooked on Tarkov,0
265,annihilated,Home,...and Disney &amp; the Psych-Rey-Lo’s wonder why we’re upset w. Star Wars; which is… https://t.co/uh4ZSqa5e3,0
266,annihilated,T̷̀͜h̴̲͌ë̷̻́ ̸͎͝V̴̧͠o̷̠̚i̵̭͌d̴,Thot status: annihilated,0
267,annihilated,香港,President trump is a great President. He annihilated the terrorists at the risk of inti… https://t.co/bFqO0VrR0Z,1
268,annihilated,Maga country,You think they would’ve learned with Clinton getting annihilated after s… https://t.co/Iglk8q8Mb9,0
269,annihilated,,The antichrist - he single-handedly annihilated the american movie industry,0
270,annihilated,Australia,That was before #auspol was onto #TheLiarFromTheShire and his manipulation of the election… https://t.co/Zg16ZU0Mf9,0
271,annihilated,,A devastating and thorough refutation of and Ned Flanders' stream where they annihilated orthodox straw men…,0
272,annihilated,USA,A devastating and thorough refutation of and Ned Flanders' stream where they annihilated orthodox… https://t.co/8XLX0crbUa,0
273,annihilated,Otherworld,Maybe. My current thinking is it'll be a related to upcoming title or story arc. X-Factor just tonally feel… https://t.co/kjj5nN7FGo,0
274,annihilated,"West Palm Beach, FL",Just annihilated this 25 y/o graduate broad... Made her call me “The Gaud” Snatched her souls and didn’t bust...… https://t.co/SdrPOV2vFi,0
275,annihilated,"Florida, USA",Thot Status: Annihilated,0
276,annihilated,"Miami, FL",This guy just annihilated the best defense in college football and all we had to do was lose two games i am sick,0
277,annihilated,"Lagos, Nigeria","Broke, destroyed, annihilated, shattered his ankle and abou was never d same again...",0
278,annihilated,,Clown in photo on left...FAR LEFT...joked about Predator drone strikes at fake news corespondents dinner after he c… https://t.co/M410MyH6l5,0
279,annihilated,"Minnesota, USA",LSU was the best team in the country start to finish this season. They annihilated Oklahoma in the semifinals and d… https://t.co/itvqnjnyZv,0
280,annihilated,"Nashville, TN","All valid, and total body of work matters, but LSU proved to me they were the worthy 1 seed when t… https://t.co/ghzKZC7Blw",0
281,annihilated,,"“If all else perished, and he remained, I should still continue to be; and if all else remained, and he were annihilated,…",0
282,annihilated,"Sacramento, CA",Bernie sanders is the most coddled politician today. He will get annihilated if win the nomination.,0
283,annihilation,,1. Iran's government is dominating headlines. A crushing and cruel islamic regime. Purveyor of proxy wars. State sponsored ter…,0
284,annihilation,"Delhi, India",Lots of talk about violence carried out in the name of Hindus cow vigilantes and lynching. Extremely… https://t.co/Trq3KblIx8,0
285,annihilation,日本,🇺🇸 5 x US Navy E-6Bs airborne Probably nothing... Or imminent global annihilation. 🤷‍♂️ https://t.co/T7ILcJvh7o,0
286,annihilation,,"You are just deflecting the issue, which is discouraging statistics(of Bengali hindus) f… https://t.co/rGjkNxYzL8",0
287,annihilation,space,i want u like annihilation,0
288,annihilation,Occupied Multnomah Chinook PDX,"I loved and hated #UncutGems, like several movies recently. It evoked Clockwork Orange - grotesque but compelling -… https://t.co/KPHUCeRWCi",0
289,annihilation,,Only if Surajmal and Bhau had somehow forged an alliance it would hv resulted in annihilation of ummah.,1
290,annihilation,"Lagos, Nigeria",What in the annihilation is this? https://t.co/R806oQ6eaq,0
291,annihilation,Where the doggos are,[AUS] Vic Bushfire Appeal | Doggos | Animal Farm | Tomb of Annihilation https://t.co/SgKNEDTlto,0
292,annihilation,,[AUS] Vic Bushfire Appeal | Doggos | Animal Farm | Tomb of Annihilation https://t.co/SgKNEDTlto,0
293,annihilation,"Durban, South Africa",Anyone know of an official site where we can oppose the total annihilation of South Africa / new health system reform?,1
294,annihilation,"Almería, Spain","Two alien races go to war, and Earth is caught in the middle. Now it's up t… https://t.co/IkLFXK1SeK",0
295,annihilation,Glasgow,The strangest part is the palpable disappointment that they will no longer rely on public funds. After years of austerity +…,0
296,annihilation,"Henderson, NV","Like the Iran/Iraq war, I root for mutual annihilation https://t.co/x5Gv676NEY",1
297,annihilation,,We need political autonomy. Nothing less will prevent our demographic annihilation.,1
298,annihilation,Tamriel,Terrible High Elf Shortsword of Annihilation,0
299,annihilation,,Simple. The Arabs rejected out of hand the 1947 UN Partition Plan and instead waged a War… https://t.co/Gauqyo8bW2,1
300,annihilation,"Los Angeles, CA","Russia Blames Trump’s Iran Strike on Impeachment: “For Trump, the annihilation of an Iranian General presents a decen…",1
301,annihilation,The Phantom Zone,Complete nuclear annihilation except it’s all of the pops in your back happening at once.,1
302,annihilation,The Magnus Institute,You know which movie should be in the Oscars this year? Annihilation.,0
303,annihilation,"Adelaide, South Australia",ANNIHILATION https://t.co/3QhIwn016i,0
304,annihilation,"Brooklyn, NY",the biggest Fs in the chat of all 2019 film twitter is that this fake “Cats” trailer w/ the Annihilation score dubbed over t…,0
305,annihilation,BC Canada,"99¢ Nexus: The Araphym, The Darkening Part 3. A horror/paranormal ebook novelette by E. H . James. The only thing standing…",0
306,annihilation,"Acapulco de Juárez, Guerrero","Dying for salvation with dedication No Capitulation, annihilation Papal commendation, reincarnation Heaven is your… https://t.co/h65K0KK0Vm",0
307,annihilation,,Watch this thing scam wick 8949.99. That will really start the party to annihilation. 😂,0
308,annihilation,,"99¢ Nexus: The Araphym, The Darkening Part 3. A horror/paranormal ebook novelette by E. H . James. The only thing… https://t.co/X1frQ0gDOL",0
309,annihilation,,https://t.co/ycuDYIncZ8 Data assimilation in Agent-based models using creation and annihilation operators https://t.co/kyQNZczdKJ,0
310,annihilation,"Bengaluru, India",Happy to see people regaining conscience... Afterall those who have soul can't just stand and watch the… https://t.co/RUqUtjiCx1,0
311,annihilation,From The US  Resides in the UK,NEW ANNIHILATION 🔥 ft TRAGEDY KHADAFI ⭐️P SWAYS &amp; GRAND SURGEON DJKool Real Kings Of The Trap Vol. 11 ⭐️h…,0
312,annihilation,,Annihilation! One a my favs,0
313,annihilation,"Lakewood, CO",Starting Annihilation rn for the first time somehow,0
314,annihilation,,You need to survive to practice faith. Why do you think hindu.genocide… https://t.co/Xq3Zy7y7Op,1
315,annihilation,,You also need to survive to practice faith. Why do you think hindu.gen… https://t.co/OzLw4P5nwv,1
316,annihilation,"Baltimore, MD",Are you speaking about the atrocities and annihilation of Christians across the Middle East committed by Muslims daily? #Sat…,1
317,annihilation,India,Yeah I was surprised too when I heard it first! Another gem of an electronic score is this… https://t.co/ttfHyc2neO,0
318,annihilation,"Mumbai, India","You don't understand systemic oppression, that the cost for oppressed is total, complete anni… https://t.co/RGqeYk2Z7b",0
319,annihilation,Island,"I dont get your bias flipping, short annihilation incoming",0
320,annihilation,"Tempe, AZ",annihilation on hulu,0
321,annihilation,,"If we cannot yet see the dangers lurking, we are hastening our annihilation, and then n… https://t.co/ME03jalL2s",0
322,apocalypse,,Over the weekend I drove through some of the burned out landscape with a big bag of sweet potatoes for the roos: the severit…,0
323,apocalypse,Madrid,no amount of sci-fi media could’ve prepared me for this aspect of the climate apocalypse https://t.co/Pv6spn1r9l,1
324,apocalypse,Sacro Imperio de Cuenca,The Four Horsemen of the Apocalypse https://t.co/WeY8JusTe6,0
325,apocalypse,"West Palm Beach, FL","Two days. That's how long they had. Two days, and they were done. https://t.co/aR09iWu0fZ Stage 3: Bravo. FREE on Ki…",0
326,apocalypse,🌙,I will never understand why the smell of girls perfume lasts for a 8 secs meanwhile boys can go through an apocalypse and st…,0
327,apocalypse,"Ohio, USA",When the apocalypse happens I want and his army of followers on my team. Everyone in Heelys. There’s hundred…,0
328,apocalypse,Estonia,no amount of sci-fi media could’ve prepared me for this aspect of the climate apocalypse,1
329,apocalypse,"Thüringen, Deutschland","#Eskenfilme Kauft einen Ford Falcon und viel Sprit, die Apocalypse kommt ohne Tempolimit... https://t.co/ryCJUlQK4P",0
330,apocalypse,,Euroleague Bet365 με 8 units https://t.co/btn3KLIumB,0
331,apocalypse,,The apocalypse is coming https://t.co/nvvVDTxRXo,1
332,apocalypse,"Cambridge, England",I like this review of 's #ApocalypseCow. (https://t.co/jHcxBFXsGX) It's fair about Monbiot's views -… https://t.co/cXPzQCLKDf,0
333,apocalypse,United States,Ancient Viking Runestone's Warning Of 'Ragnarok' Apocalypse Predicts Extreme Climate Change... https://t.co/WchvcbLBoE,1
334,apocalypse,,“It also made me think of what life is basically like now: a calm foreground with an inferno on the horizon.... People w…,0
335,apocalypse,at home,It really is not a nice night outside any moment now I expect the four riders of the apocalypse to arrive 🥳 https://t.…,0
336,apocalypse,"Lat Krabang, Bangkok",Apocalypse,0
337,apocalypse,,… https://t.co/6VsH3kdagn,0
338,apocalypse,Sword Fight On The Heights,"Yea, but let's be honest. Kids value pretty much any game they see on Roblox the same. They'll play whatever they f… https://t.co/k0YcbKnN9U",0
339,apocalypse,Liverpool Birmingham Newcastle,"#Veganuary is here! 🍔 Have you tried one of our (v) burgers? Today's pick; Falafel Burger with lettuce, pickled sla… https://t.co/e9xr0Fkhkz",0
340,apocalypse,,Francis Ford Coppola and Dennis Hopper on the set of Apocalypse Now https://t.co/QtHYvhbJ4p,0
341,apocalypse,Melbourne,"Lately I've been thinking again about what , Miriam Rose Ungunmerr Baumann, and Gerard Manley Hopkins tell…",0
342,apocalypse,Ireland,Common sense on Twitter... Is this the first sign of the apocalypse 😂 you look great!,1
343,apocalypse,France,Images bibliques – Apocalypse 21:3-4 #LeChrist #LeSeigneur #autorité #JésusChrist #Dieu #laRédemption… https://t.co/IzB3xwOTU5,0
344,apocalypse,"Margate, England",The Jam - Setting Sons Carter USM - 30 Something Jimmy Page - Outrider Nirvana - Nevermind Guns N Roses - Appetite… https://t.co/5gNapTMu0t,0
345,apocalypse,"Liège, Belgium","4-32-1 Pandémie,apocalypse now... #soupir https://t.co/wSQRcHgdHb",0
346,apocalypse,w domu u keanu,chodzi ci o Apocalypse?,0
347,apocalypse,"England, Britain, Albaria","I am The prophesied Jesus #Savior44 Prophesies say about ""signs"" of The Time of Apocalypse, like NOW when I am… •Th… https://t.co/fIzPZYkjT9",0
348,apocalypse,"Brisbane, Australia",Apocalypse chic,0
349,apocalypse,"Cambridge, England",Join and his chums this month for an improvised apocalypse movie! How would you like to see the world e… https://t.co/zcSAgVfuHT,0
350,apocalypse,The Heart of America,"Important Notice: The Global Warming Apocalypse, Scheduled For 2020 Has Been Postponed #memes #politics https://t.co/IgTZxAhZaG",1
351,apocalypse,Hell,Texsch literally caused the apocalypse and that's invalid :o),0
352,apocalypse,,Marcelito Pomoy 🔥🔥 nakaka proud! https://t.co/RZI6Gd3MpM,0
353,apocalypse,,Inbefore xenobota cause the apocalypse https://t.co/fkHuQeIoxS,0
354,apocalypse,Illinois,I am going to his place when the zombie apocalypse happens.,1
355,apocalypse,"Antwerpen, België","Damn, I finally dreamt of a real apocalypse and it wasn’t a short dream. Only in half of my dream I came to the rea… https://t.co/CGb5QgptMk",0
356,apocalypse,,"★★★★★ “This is a thrilling, and amusing read” -British Fantasy Society- GAME CHANGERS OF THE APOCALYPSE Author: Mark Kirkb…",0
357,apocalypse,Themyscira,"I just survived the London rush hour tube ride (which is basically like surviving the zombie apocalypse), but what… https://t.co/OC1WtHjXiw",1
358,apocalypse,,👍 on : GTA 5 Zombie Apocalypse Mod #2 - SURVIVAL!! (GTA 5 Mods) https://t.co/jwRJlHMW6R,0
359,apocalypse,,👍 on : GTA 5 Zombie Apocalypse Mod #1 - BEGINNING OF THE END!! (GTA 5 Mods) https://t.co/j8kxZ6SXdN,0
360,apocalypse,,👍 on : What to Wear in a Zombie Apocalypse (Zombie Survival Guide) https://t.co/Bbn6CEuM3N,0
361,apocalypse,"vld, mdzs, bnha, hq!!","Day 9: Post-apocalyptic Lance really wants to share everything with his best buddy, but the apocalypse means hard time…",1
362,apocalypse,Cape Town | Leribe,remember you said that we created God in our image? I think this here is us creating the often biblical apocalypse.,0
363,apocalypse,,Apocalypse 💀💀💀 #deathknight #worldofwarcraft https://t.co/GFBi8WFXVo,0
364,apocalypse,,"GRETA THUNBERG: please no phjotos. I dont want to be fjamous, i just want my save my small windmill town frjom climjate apo…",0
365,armageddon,"Aberdeen, Scotland",It’s Armageddon for wheelie bins.,0
366,armageddon,#1 gerard way stan,arm in armageddon part I: freezing,0
367,armageddon,Currently Devon England,"I am so disgusted that I have no words. There is a very good reason we have the separation of church and state, and this pro…",0
368,armageddon,Africa,"New Music: DJ Joenel feat. Ajebo Hustlers, Dr Barz &amp; Dan Dizzy – Armageddon https://t.co/S8bAUOPZDZ https://t.co/jiel4VWU1F",0
369,armageddon,,"New Music: DJ Joenel feat. Ajebo Hustlers, Dr Barz &amp; Dan Dizzy – Armageddon https://t.co/rlOcieXQPt https://t.co/2DCzBRS1nJ",0
370,armageddon,United States,"White: ""I Saw Trump Riding Golden Horse Alongside Jesus During Armageddon."" I don't claim to be an expert on Jesus, but t…",0
371,armageddon,Alaska,"It was pitch black at 9.30am in Mallacoota as more than 4,000 people fled AustralianFires, seeking shelter on the beac…",0
372,armageddon,"Tennessee, USA","This kind of insanity is why there's separation of Church &amp; State I have no words for this level of craziness This proves,…",0
373,armageddon,"Atlanta, GA","It was pitch black at 9.30am in Mallacoota as more than 4,000 people fled AustralianFires, seeking shelter on the b… https://t.co/YtSAuNs5j8",0
374,armageddon,,"""I saw Trump riding a Golden Horse alongside Jesus during Armageddon"". Is she snorting, looking for attention or she's an…",0
375,armageddon,"Mississippi, USA",That can’t be true. Jesus usually rides a Harley to Armageddon picknicks. https://t.co/luYrj6NY7z,0
376,armageddon,,Getter Robo: Armageddon (1998) https://t.co/fqD7EoBjq8,0
377,armageddon,,White: I Saw Trump Riding Golden Horse Alongside Jesus During Armageddon - The Business Standard News https://t.co/4wyXf8DR78,0
378,armageddon,無断転載及び加工、自作発言、SNS使用等❌！保存一言ください,65RT↑270♡↑ Thanks!,0
379,armageddon,Indonesia/Japan,"i grew up with the 70s ryouma and i love him so much. i also love armageddon ryouma, but new getter ryouma… https://t.co/15m5mg8TCP",0
380,armageddon,"Rockford, IL",Have you ever thought about making another Spawn game? Like Spawn Armageddon back in the days.,0
381,armageddon,"Enfield, London","Glad that we are going to make domestic flights cheaper for everyone, increasing the amount of CO2 in the air and s… https://t.co/07PwCJIulM",0
382,armageddon,,some say we'll see Armageddon soon i certainly hope we will i sure could use a vacation from this stupid shit,0
383,armageddon,Nigeria,"[Music] DJ Joenel – Armageddon Ft. Ajebo Hustlers, Dr Barz &amp; Dan Dizzy https://t.co/w9VTUBqHOE",0
384,armageddon,MidWest US,chose one or all 9 Bush 2 was Cheney's puppet Trump is Pence's and Putin's and pompeo's and they… https://t.co/keCqsfMjEI,0
385,armageddon,EU,White: I Saw Trump Riding Golden Horse Alongside Jesus During Armageddon https://t.co/oG3RkpyvH8,0
386,armageddon,grantabridge,When the few hold the most wealth power and privilege due to the defective money system that humani… https://t.co/EPmdxaRAus,0
387,armageddon,,White: I Saw Trump Riding Golden Horse Alongside Jesus During Armageddon https://t.co/gFFlP3YNk3,0
388,armageddon,"Florida, USA",The ONLY reason that Jesus would be riding along side of tRump would be to show him the gates of hell w… https://t.co/0qLG3G8yko,0
389,armageddon,"Las Vegas, NV",Sounds strikingly similar to the Worms: Armageddon CD!,0
390,armageddon,"Michigan, USA",This chick clearly needs glasses because I saw a golden horse’s ass walking with Jesus into Armageddon.,0
391,army,"Mumbai, India",The story that caught my eye: the Davinder Singh saga gets curiouser and curiouser.. the ‘deep state’ has much to answ…,0
392,army,,[ARMY CHALLENGE] Name 5 BTS songs from the top of your head separately! ⚠️ Don’t forget to reply using: #BoyWithL…,0
393,army,,army privilege is being able to call an album that sold 4m+ copies a flop and i think thats beautiful,0
394,army,"Genève, Suisse",[BATCH 2 OF DONATIONS] ARMY! The second batch of donations was already given to the Philippine Red Cross! We are very ha…,0
395,army,India,Today Pak Army soldiers will b thanking to Indian Army.If the Indian Army did not carry out deadly strikes in Neelum Valle…,1
396,army,Bighit Entertainment,i can't even imagine the chaos on army twitter if a BTS member announced suddenly he's getting married.......,0
397,army,Australia,"ARMY: I'm tired of being 🤡 Also ARMY waiting for 6pm kst: we will get something later, we are sure of it. 🧐 #BTSARMY #B…",0
398,army,,🚨 ARMY CHALLENGE 🚨 CAN WE DO THIS?! 🔐500 Retweets 🔐200 Replies I vote #BTSARMY for #BestFanArmy at the #iHeartAward…,0
399,army,ot⁷ | +63,"Weverse Official BTS | SUGA 200110 ↘ [ARMY ZIP] BTS CINEMA - INTERVIEW &amp; GALLERY About ""PERFECT MAN"" ACTOR : #SUGA https:…",0
400,army,,Weverse Official A Special Gift for ARMY from BTS JIMIN https://t.co/xqoLlqUUtE,0
401,army,"Kerala, India","""As If Jama Masjid Is In Pak"": Judge Rebukes Cops In Bhim Army Case https://t.co/V3wdkPhVq0 #NDTVNewsBeeps #BhimArmy https://t.co…",1
402,army,Delawhere,People in the army kill people everyday and then get sent home no jail time,0
403,army,gguk's pocket ♡,"if you get this, your army card is premium https://t.co/LAmDjmk7n7",0
404,army,,"Over 75+ replies in 4 minutes! ARMY, you’re on 🔥 #BoyWithLuv #BestMusicVideo #iHeartAwards",0
405,army,,MAX talks about being a fan of &amp; Jungkook singing his song. mentions ARMY sending flowers. http…,0
406,army,United States,Weverse Official BTS | V ↘ [ARMY ZIP] BTS Cinema (Movie Poster) A neo-noir filled with unexpected plot twists and shocki…,0
407,army,日本 愛知,🌟2020 iHeartRadio Music Awards🌟 RT=1票💜 ★Best Fan Army★ #BTSARMY #BestFanArmy #iHeartAwards…,0
408,army,Sa SINGIT ng BANGTAN 💜🇵🇭,TAEHYUNG ARMY ZIP PHOTO! DROP LATER!! TANGENAAAAA UGHHHH! https://t.co/G1R9tMwlxj,0
409,army,TEL AVIV ISRAEL,"Forced to develop locally made missiles fired from Apache helicopters after Obama halted sales to Israel in 2014, Israel’s…",1
410,army,"exo planet , bts world",Remember when an army used google translate to ask “are you excited to go to korea?” But it messed up and said “Are you horn…,0
411,army,Australia,J-Hope's 'Chicken Noodle Soup (feat. Becky G)' MV has passed 130 million views. #iHeartsAwards #BestFanArmy…,0
412,army,,"So ARMY ZIP drops then CONNECT, BTS and then Run? Damn",0
413,army,,MY NEW BROTHER SUGA https://t.co/RqM9zHWSPY,0
414,army,,Y’all remember this army who had a room full of bts universe theories..... https://t.co/rwMWLPzeL7,0
415,army,,i just want to remind you all that i still think about the army who made this saying that this is how jungkook will meet…,0
416,army,,"V on Weverse ARMY : Everyone, please help Philippines ARMYs! 🙏 🇵🇭 V : My heart ache for that nowadays hope nobody will be…",0
417,army,보라해,I’m the one who wrote this post on weverse. I’m glad that many ARMYs are able to see so that they have awareness as to wh…,0
418,army,New York City & a Vegetarian,Army IDs Two Paratroopers Killed by Roadside Bomb in Afghanistan | https://t.co/eug1zOy1lJ https://t.co/lujCwMUtcD,1
419,army,,"💡What is Shazam? 💡Why is it important? If you're a PH ARMY, feel free to DM us if you have other questions. ❝ Teamw…",0
420,army,"Sarni, India","Avalanches hit Army &amp; BSF posts, 4 jawans rescued but 1 jawan is still missing. Bad weather hampers rescue operations. https:…",1
421,army,방탄소년단,Weverse Official A Special Gift for ARMY from BTS SUGA https://t.co/7VQDvghgfj,0
422,army,20 • s/h • ao3: thspeach 🔞,Taehyung’s army zip photos in one hour...... dunno if I’ll survive,0
423,army,"San Antonio, TX",[VIDEO] A groom from the Philippines danced to a medley of songs with his friends on his wedding for his new br…,0
424,army,,remember when yoongi replied to an army in english 🥺🥺 why did i just read it in his tiny english voice too i’m devastate…,0
425,army,,"ARMY, what year did bighit acquire you?",0
426,army,,ARMY detectives found out that BigHit created a website for #CONNECT_BTS but it is not yet confimed. The link to the webs…,0
427,army,,INDONESIA ARMY WHERE ARE YOU?! WE ARE HUGE PLEASE VOTE #BoyWithLuv #BestMusicVideo #iHeartAwards @…,0
428,army,,so this groom from the philippines decided to give his wife who’s an army/kpop fan a medly of bts songs.. and honestly this…,0
429,army,,pre-order untuk Map of the Soul: 7 oleh ARMY China 🇨🇳 telah mencapai 230.192 copy 😮gileee gileee #BestFanArmy #BTSARMY #…,0
430,army,vmin's world,Taehyung's army zip photos come out today and I am absolutely shitting myself 😭 https://t.co/qatAjVlkUI,0
431,army,"England, United Kingdom",NW THIS IS STILL THE FUNNIEST SHT EVER https://t.co/JCxknn6ITI,0
432,army,NO LISTS!,Wasn’t this Abbott’s green army vision? https://t.co/1OnH29Zoq5,0
433,army,,Weverse Official A Special Gift for ARMY from BTS V https://t.co/gA43LVRqdl,0
434,army,"lagos, nigeria",Tell u to also give him a military name. Then we can… https://t.co/HJmSL2Kdae,0
435,army,In Thala Ajith's Heart💚,One Man ARMY THALA AJITH 🔥 #19YearsOfDHEENA,0
436,army,Beautiful downtown Burbank,"The two genders, Emasculated and Literally In The Army.",0
437,army,,[MEDIA] Cosmopolitan Philippines () wrote an article about Taehyung sending his own prayers for those affected in…,0
438,army,,I’ve decided again tonight. I’ll love forever. I’ll be an ARMY forever.,0
439,army,,"[Latest Update] Pre-orders for Map of the Soul: 7 by China ARMY 🇨🇳 have reached 230,192 copies! via. 咖泰亨 on Baidu Tieba #Be…",0
440,army,,"Has the vicious, nasty, vindictive, abusive digital army launched a twitter attack against #SatyaNadella or not yet? ""Mi…",0
441,army,,"Baby ARMYS should experience Outcast bc that was honestly one of THE best times on ARMY twitter. Every single day, the who…",0
442,army,PH ARMY💜,FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMY…,0
443,army,,"Weverse Official BTS | JIMIN 200113 ↘ [ARMY ZIP] BTS CINEMA - INTERVIEW &amp; GALLERY About ""Young Forever: Mono"" by ACTOR :…",0
444,army,Kingdom of Saudi Arabia,"After the most brutal and provocative statement of the DGISPR (should an already butchered be butchered again), we are forc…",1
445,army,SEOUL,Congratulations J-Hope and for 130M views for CNS 🎉 Let's stream as much as we can until Hobi's bir…,0
446,army,,It matters to bts &amp; army. RM mentioned abt… https://t.co/lJdIfDz0by,0
